ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
15305;1.9;-67.0;6.21;0.4;Negativno;Ne
15306;0.6;-66.2;7.95;0.83;Negativno;Ne
15307;5.0;-82.2;3.53;0.14;Negativno;Ne
15308;4.1;-41.9;5.16;0.79;Negativno;Ne
15309;16.7;-59.1;7.18;0.32;Negativno;Ne
15310;0.0;-67.4;5.43;0.25;Negativno;Ne
15311;3.8;-60.1;3.05;1.25;Negativno;Ne
15312;2.8;-67.6;9.2;0.36;Negativno;Ne
15313;4.4;-67.7;10.11;0.05;Negativno;Ne
15314;9.2;-61.8;7.51;1.85;Negativno;Ne
15315;2.8;-62.0;7.84;0.05;Negativno;Ne
15316;0.5;-72.2;8.11;0.66;Negativno;Ne
15317;11.2;-57.7;8.72;0.46;Negativno;Ne
15318;1.2;-72.4;9.22;1.53;Negativno;Ne
15319;12.1;-49.3;11.25;1.27;Negativno;Ne
15320;4.9;-67.8;6.9;0.42;Negativno;Ne
15321;0.3;-70.7;2.02;1.29;Negativno;Ne
15322;2.4;-71.0;7.75;0.03;Negativno;Ne
15323;5.0;-53.9;6.33;0.06;Negativno;Ne
15324;4.4;-46.6;6.87;0.85;Negativno;Ne
15325;9.3;-64.9;4.41;2.48;Negativno;Ne
15326;0.7;-69.0;6.22;1.61;Negativno;Ne
15327;1.3;-72.4;8.98;0.22;Negativno;Ne
15328;5.0;-63.3;8.52;0.67;Negativno;Ne
15329;0.5;-55.1;6.26;0.48;Negativno;Ne
15330;4.3;-52.6;9.73;0.25;Pozitivno;Ne
15331;0.3;-58.2;5.35;0.31;Negativno;Ne
15332;4.7;-68.0;7.34;0.92;Negativno;Ne
15333;11.4;-53.5;8.18;0.84;Negativno;Ne
15334;2.0;-53.3;9.94;0.1;Negativno;Ne
15335;0.2;-66.0;7.4;0.37;Negativno;Ne
15336;0.2;-52.2;5.48;0.1;Negativno;Ne
15337;1.0;-53.9;1.59;0.23;Negativno;Ne
15338;0.1;-65.6;5.26;0.66;Negativno;Ne
15339;9.3;-66.0;6.96;0.12;Negativno;Ne
15340;0.4;-61.5;7.54;0.36;Negativno;Ne
15341;1.6;-57.5;6.61;1.63;Negativno;Ne
15342;3.8;-56.1;3.32;0.88;Negativno;Ne
15343;4.6;-62.0;5.78;0.43;Negativno;Ne
15344;4.0;-45.3;10.72;0.03;Negativno;Ne
15345;7.1;-71.5;5.93;0.31;Negativno;Ne
15346;0.1;-65.0;7.2;0.46;Negativno;Ne
15347;0.4;-67.5;4.72;0.82;Negativno;Ne
15348;6.4;-47.4;6.41;0.04;Negativno;Ne
15349;2.5;-36.7;8.37;0.98;Negativno;Ne
15350;0.1;-52.4;5.78;0.07;Negativno;Ne
15351;4.0;-49.3;9.28;0.87;Negativno;Ne
15352;9.7;-44.2;7.6;0.29;Negativno;Ne
15353;0.2;-68.9;10.04;0.24;Negativno;Ne
15354;2.1;-50.7;9.05;0.12;Negativno;Ne
15355;6.4;-59.7;5.39;0.35;Negativno;Ne
15356;10.6;-69.8;10.09;0.26;Negativno;Ne
15357;6.5;-63.8;7.49;0.26;Negativno;Ne
15358;4.7;-70.7;5.25;0.07;Negativno;Ne
15359;6.8;-58.7;9.09;0.08;Negativno;Ne
15360;1.3;-59.2;6.87;0.85;Negativno;Ne
15361;7.3;-82.3;3.34;0.2;Negativno;Ne
15362;0.2;-68.3;8.41;0.37;Negativno;Ne
15363;4.7;-79.3;8.25;0.22;Negativno;Ne
15364;0.6;-72.1;8.13;1.54;Negativno;Ne
15365;3.6;-64.2;6.73;0.0;Negativno;Ne
15366;3.1;-75.9;4.15;0.38;Negativno;Ne
15367;8.9;-77.3;9.35;0.07;Negativno;Ne
15368;2.1;-54.1;8.04;1.46;Negativno;Ne
15369;7.8;-50.5;2.09;0.29;Negativno;Ne
15370;8.2;-78.6;5.19;0.65;Negativno;Ne
15371;0.0;-61.9;7.86;0.01;Negativno;Ne
15372;2.0;-61.6;7.13;0.2;Negativno;Ne
15373;2.6;-71.3;7.49;0.11;Negativno;Ne
15374;10.1;-54.7;11.6;1.0;Negativno;Ne
15375;22.5;-76.8;6.97;0.32;Negativno;Ne
15376;3.8;-49.4;6.57;1.09;Negativno;Ne
15377;2.5;-58.4;7.99;0.05;Negativno;Ne
15378;5.2;-60.8;8.09;0.57;Negativno;Ne
15379;0.0;-56.8;2.55;0.42;Negativno;Ne
15380;5.8;-63.2;10.86;0.26;Negativno;Ne
15381;7.5;-69.1;8.85;0.12;Negativno;Ne
15382;0.0;-57.5;6.29;0.16;Negativno;Ne
15383;9.5;-61.5;2.75;0.08;Negativno;Ne
15384;1.0;-65.0;6.16;0.02;Negativno;Ne
15385;1.9;-49.2;3.24;2.15;Negativno;Ne
15386;3.4;-65.6;8.18;0.14;Pozitivno;Ne
15387;4.1;-66.4;6.55;0.05;Negativno;Ne
15388;3.1;-70.7;4.54;1.56;Negativno;Ne
15389;9.0;-85.3;9.54;0.22;Negativno;Ne
15390;1.1;-59.7;4.27;0.33;Negativno;Ne
15391;3.9;-61.5;9.92;0.08;Negativno;Ne
15392;17.7;-36.8;8.37;0.19;Negativno;Ne
15393;9.5;-60.1;6.09;0.76;Negativno;Ne
15394;2.0;-54.6;6.07;0.51;Negativno;Ne
15395;1.3;-60.0;3.95;0.41;Negativno;Ne
15396;3.7;-57.7;8.79;0.67;Negativno;Ne
15397;0.1;-58.1;3.93;0.29;Pozitivno;Ne
15398;11.8;-47.7;8.54;0.06;Negativno;Ne
15399;4.2;-68.4;9.93;1.01;Negativno;Ne
15400;1.9;-66.7;6.87;0.1;Negativno;Ne
15401;3.0;-75.2;2.84;0.28;Negativno;Ne
15402;5.0;-60.2;5.22;0.42;Negativno;Ne
15403;2.5;-51.8;8.47;0.29;Negativno;Ne
15404;4.6;-50.4;6.4;0.87;Negativno;Ne
15405;0.4;-60.0;4.99;0.44;Negativno;Ne
15406;2.4;-61.3;5.13;0.34;Pozitivno;Ne
15407;15.3;-69.0;6.89;0.77;Negativno;Ne
15408;6.1;-65.3;4.71;0.8;Negativno;Ne
15409;0.3;-62.7;8.4;0.69;Negativno;Ne
15410;4.2;-60.6;11.18;0.83;Negativno;Ne
15411;5.5;-58.5;8.22;1.15;Negativno;Ne
15412;3.3;-52.1;6.8;0.45;Negativno;Ne
15413;0.7;-70.6;9.7;0.59;Negativno;Ne
15414;4.2;-40.6;7.3;0.23;Negativno;Ne
15415;1.1;-61.9;8.22;0.25;Negativno;Ne
15416;1.8;-54.3;6.09;1.34;Negativno;Ne
15417;1.9;-62.1;7.66;0.14;Negativno;Ne
15418;4.0;-71.3;5.34;0.55;Negativno;Ne
15419;0.7;-60.1;6.14;0.41;Negativno;Ne
15420;11.3;-53.3;6.28;0.08;Negativno;Ne
15421;1.1;-59.8;6.81;0.07;Negativno;Ne
15422;1.3;-53.1;4.24;0.75;Negativno;Ne
15423;3.9;-66.1;3.0;0.06;Negativno;Ne
15424;14.7;-43.1;7.14;0.09;Negativno;Ne
15425;3.0;-59.7;6.37;0.69;Negativno;Ne
15426;6.9;-59.4;5.95;1.27;Negativno;Ne
15427;0.3;-53.7;4.59;0.09;Negativno;Ne
15428;0.1;-51.3;9.55;0.08;Negativno;Ne
15429;12.2;-52.4;6.16;0.03;Negativno;Ne
15430;4.4;-72.4;6.06;0.07;Negativno;Ne
15431;3.8;-57.2;8.44;0.84;Negativno;Ne
15432;3.2;-43.0;6.23;0.68;Negativno;Ne
15433;20.0;-58.4;8.05;0.86;Negativno;Ne
15434;4.2;-69.9;6.92;0.25;Negativno;Ne
15435;2.2;-53.8;5.42;0.36;Negativno;Ne
15436;7.1;-66.8;7.8;1.79;Negativno;Ne
15437;30.6;-65.1;5.46;0.23;Negativno;Ne
15438;2.0;-52.8;7.49;0.06;Negativno;Ne
15439;0.5;-76.6;7.18;0.28;Negativno;Ne
15440;3.9;-55.5;5.97;2.23;Negativno;Ne
15441;0.6;-51.9;8.15;0.42;Negativno;Ne
15442;3.1;-67.0;5.15;0.02;Negativno;Ne
15443;2.2;-63.7;4.52;0.05;Negativno;Ne
15444;0.3;-50.6;6.15;1.57;Negativno;Ne
15445;6.4;-68.9;8.67;0.41;Negativno;Ne
15446;2.3;-48.2;7.07;0.49;Negativno;Ne
15447;7.0;-64.5;6.22;0.39;Negativno;Ne
15448;14.8;-62.5;8.99;0.7;Negativno;Ne
15449;2.3;-48.3;2.72;0.1;Negativno;Ne
15450;1.7;-69.5;8.38;0.87;Negativno;Ne
15451;2.0;-50.2;2.93;0.48;Pozitivno;Ne
15452;6.2;-61.6;6.25;0.03;Negativno;Ne
15453;4.3;-51.8;7.68;0.47;Negativno;Ne
15454;0.7;-51.6;6.91;0.46;Negativno;Ne
15455;3.9;-74.9;6.64;0.9;Negativno;Ne
15456;0.4;-61.7;6.91;0.19;Negativno;Ne
15457;5.7;-62.4;5.95;0.03;Negativno;Ne
15458;4.5;-53.2;9.32;0.28;Negativno;Ne
15459;0.6;-69.1;10.16;0.03;Negativno;Ne
15460;1.0;-70.2;4.37;0.06;Negativno;Ne
15461;0.4;-57.6;7.7;0.7;Negativno;Ne
15462;1.0;-59.3;7.91;0.28;Negativno;Ne
15463;4.3;-53.3;5.69;0.14;Negativno;Ne
15464;5.8;-59.1;7.44;0.4;Negativno;Ne
15465;6.6;-62.4;2.8;0.38;Negativno;Ne
15466;0.0;-70.6;8.95;0.04;Pozitivno;Ne
15467;0.7;-57.1;2.99;1.06;Negativno;Ne
15468;0.8;-63.4;8.03;0.14;Negativno;Ne
15469;10.6;-59.5;5.48;0.17;Negativno;Ne
15470;4.8;-60.6;3.27;0.09;Negativno;Ne
15471;18.1;-57.4;7.13;0.07;Negativno;Ne
15472;0.6;-68.0;5.14;1.0;Negativno;Ne
15473;0.2;-61.8;6.4;0.3;Negativno;Ne
15474;0.2;-57.5;7.15;0.13;Negativno;Ne
15475;3.3;-49.5;8.06;1.88;Negativno;Ne
15476;4.0;-60.6;8.76;0.17;Negativno;Ne
15477;3.4;-66.9;6.33;0.01;Negativno;Ne
15478;3.5;-56.5;3.58;0.37;Negativno;Ne
15479;0.7;-57.8;12.4;0.05;Negativno;Ne
15480;12.2;-86.0;5.06;1.17;Negativno;Ne
15481;1.0;-78.7;1.22;0.09;Negativno;Ne
15482;10.0;-49.8;6.3;0.01;Negativno;Ne
15483;10.6;-67.0;5.73;0.12;Negativno;Ne
15484;0.9;-50.6;8.11;0.21;Negativno;Ne
15485;8.6;-66.9;4.99;0.07;Negativno;Ne
15486;9.0;-44.8;11.26;0.26;Negativno;Ne
15487;7.2;-69.4;6.08;1.28;Negativno;Ne
15488;1.5;-83.7;7.32;0.11;Negativno;Ne
15489;8.9;-46.6;6.41;1.83;Negativno;Ne
15490;3.6;-54.7;6.18;1.07;Negativno;Ne
15491;10.9;-54.4;6.17;0.31;Negativno;Ne
15492;7.2;-50.4;5.02;0.17;Negativno;Ne
15493;3.3;-54.6;8.4;0.22;Negativno;Ne
15494;11.4;-54.6;4.32;0.2;Negativno;Ne
15495;9.1;-69.6;9.22;0.12;Negativno;Ne
15496;0.3;-57.5;7.27;0.32;Negativno;Ne
15497;6.1;-81.3;6.17;1.04;Negativno;Ne
15498;0.6;-48.5;8.52;0.42;Negativno;Ne
15499;0.4;-42.3;8.53;0.34;Negativno;Ne
15500;4.1;-70.4;7.36;0.01;Negativno;Ne
15501;6.5;-58.4;6.39;0.56;Negativno;Ne
15502;5.4;-67.7;6.37;0.29;Negativno;Ne
15503;1.7;-48.8;5.81;0.28;Negativno;Ne
15504;1.6;-69.1;5.73;0.04;Negativno;Ne
15505;1.2;-57.3;5.4;0.04;Negativno;Ne
15506;1.6;-58.0;5.37;0.04;Negativno;Ne
15507;13.3;-75.0;11.88;0.21;Negativno;Ne
15508;1.6;-62.6;9.88;0.27;Negativno;Ne
15509;7.3;-84.5;9.7;0.03;Negativno;Ne
15510;0.1;-54.9;6.11;0.31;Negativno;Ne
15511;0.8;-64.7;5.73;0.11;Negativno;Ne
15512;1.1;-49.5;7.21;1.04;Negativno;Ne
15513;5.0;-50.5;9.16;0.25;Negativno;Ne
15514;4.3;-67.2;7.04;0.27;Negativno;Ne
15515;2.4;-49.5;7.11;0.22;Negativno;Ne
15516;3.8;-74.7;11.34;0.23;Negativno;Ne
15517;9.8;-54.8;9.45;1.48;Negativno;Ne
15518;3.4;-40.3;7.45;1.24;Negativno;Ne
15519;9.4;-60.1;6.01;0.13;Negativno;Ne
15520;0.4;-43.7;3.92;0.75;Negativno;Ne
15521;1.4;-47.9;6.15;0.33;Negativno;Ne
15522;15.4;-62.4;10.62;0.13;Negativno;Ne
15523;13.7;-55.8;9.03;0.04;Negativno;Ne
15524;0.1;-54.9;9.66;0.63;Pozitivno;Ne
15525;18.0;-68.9;7.81;0.26;Negativno;Ne
15526;1.9;-54.3;7.9;0.15;Negativno;Ne
15527;13.6;-55.5;8.37;0.52;Negativno;Ne
15528;19.9;-56.2;7.37;1.53;Negativno;Ne
15529;6.6;-45.5;6.42;0.06;Negativno;Ne
15530;4.6;-64.8;6.04;1.25;Negativno;Ne
15531;0.9;-72.1;1.04;0.08;Negativno;Ne
15532;14.8;-66.3;8.11;2.75;Negativno;Ne
15533;0.2;-71.4;7.36;0.78;Negativno;Ne
15534;5.3;-59.7;4.16;0.32;Negativno;Ne
15535;25.5;-54.9;5.3;0.54;Negativno;Ne
15536;2.4;-79.6;7.76;0.5;Negativno;Ne
15537;4.1;-69.5;5.86;0.65;Negativno;Ne
15538;1.3;-57.7;6.91;0.98;Negativno;Ne
15539;6.8;-68.5;6.66;1.03;Negativno;Ne
15540;0.3;-70.6;5.96;0.17;Negativno;Ne
15541;0.0;-63.0;6.08;0.37;Negativno;Ne
15542;8.9;-56.9;5.69;0.2;Negativno;Ne
15543;2.4;-64.6;7.89;0.24;Negativno;Ne
15544;6.4;-60.5;11.76;0.31;Negativno;Ne
15545;0.2;-69.1;6.56;0.34;Negativno;Ne
15546;8.4;-55.0;8.92;0.2;Negativno;Ne
15547;7.7;-66.4;6.36;0.49;Negativno;Ne
15548;10.6;-72.1;7.64;1.13;Negativno;Ne
15549;0.7;-51.0;4.3;0.22;Negativno;Ne
15550;2.2;-62.5;9.2;0.03;Negativno;Ne
15551;6.7;-32.0;6.82;0.85;Negativno;Ne
15552;2.4;-50.8;3.41;1.01;Negativno;Ne
15553;0.2;-69.2;7.74;0.46;Negativno;Ne
15554;7.7;-53.0;4.63;0.32;Negativno;Ne
15555;5.1;-58.1;5.39;0.73;Negativno;Ne
15556;1.3;-42.2;7.5;1.62;Negativno;Ne
15557;4.4;-48.4;7.13;0.21;Negativno;Ne
15558;7.8;-61.6;6.51;0.21;Negativno;Ne
15559;12.9;-69.3;5.24;0.89;Negativno;Ne
15560;1.6;-66.5;6.26;0.06;Negativno;Ne
15561;3.3;-47.4;3.51;0.04;Negativno;Ne
15562;0.1;-61.9;5.52;0.4;Negativno;Ne
15563;2.1;-62.5;8.61;0.64;Negativno;Ne
15564;3.1;-62.2;7.88;0.37;Negativno;Ne
15565;2.6;-52.0;6.32;0.02;Negativno;Ne
15566;0.2;-64.8;7.45;0.13;Negativno;Ne
15567;1.8;-40.4;5.86;0.72;Negativno;Ne
15568;2.2;-49.3;11.47;1.1;Negativno;Ne
15569;1.0;-70.4;9.36;1.05;Negativno;Ne
15570;0.2;-69.2;5.52;0.17;Negativno;Ne
15571;0.0;-51.7;8.57;1.01;Negativno;Ne
15572;4.1;-63.0;9.22;0.09;Negativno;Ne
15573;5.3;-65.0;9.51;1.41;Negativno;Ne
15574;3.7;-47.2;8.3;0.44;Negativno;Ne
15575;4.0;-52.4;5.64;0.5;Negativno;Ne
15576;1.0;-63.7;7.32;0.03;Negativno;Ne
15577;0.7;-63.8;9.08;0.75;Negativno;Ne
15578;15.0;-48.4;3.96;0.15;Negativno;Ne
15579;3.3;-62.1;8.07;0.38;Negativno;Ne
15580;0.2;-56.2;6.86;0.4;Negativno;Ne
15581;5.3;-55.4;6.96;0.64;Negativno;Ne
15582;6.8;-64.2;5.81;0.18;Negativno;Ne
15583;2.7;-60.3;8.21;0.09;Negativno;Ne
15584;2.2;-57.9;10.77;1.09;Negativno;Ne
15585;1.4;-59.3;7.72;0.25;Negativno;Ne
15586;8.3;-76.8;8.17;0.69;Negativno;Ne
15587;2.6;-50.7;7.59;0.27;Negativno;Ne
15588;1.1;-50.1;3.94;0.07;Negativno;Ne
15589;1.0;-64.4;3.39;0.66;Negativno;Ne
15590;2.9;-63.0;6.61;1.16;Negativno;Ne
15591;6.3;-69.1;9.1;1.16;Negativno;Ne
15592;7.8;-66.9;10.55;0.48;Negativno;Ne
15593;4.3;-60.7;7.64;0.66;Negativno;Ne
15594;4.9;-48.2;7.73;0.4;Negativno;Ne
15595;4.1;-59.5;7.83;2.26;Negativno;Ne
15596;1.8;-78.7;8.27;0.79;Negativno;Ne
15597;3.9;-66.3;7.01;0.7;Negativno;Ne
15598;7.2;-79.9;2.26;0.19;Negativno;Ne
15599;10.1;-68.7;4.31;0.0;Negativno;Ne
15600;13.9;-63.6;8.35;0.87;Negativno;Ne
15601;4.3;-48.6;8.16;0.32;Negativno;Ne
15602;0.3;-56.1;6.52;0.65;Negativno;Ne
15603;3.8;-69.2;6.28;0.21;Negativno;Ne
15604;16.2;-43.1;5.87;0.01;Negativno;Ne
15605;1.5;-63.5;8.7;0.15;Negativno;Ne
15606;5.0;-71.7;4.7;0.67;Negativno;Ne
15607;2.7;-53.4;3.54;0.75;Negativno;Ne
15608;16.7;-73.6;6.14;0.06;Negativno;Ne
15609;3.6;-80.8;9.07;0.46;Negativno;Ne
15610;10.8;-51.1;9.77;0.79;Negativno;Ne
15611;8.4;-56.2;8.24;0.4;Negativno;Ne
15612;14.5;-53.5;11.0;0.02;Negativno;Ne
15613;11.5;-68.8;5.07;0.07;Negativno;Ne
15614;4.0;-68.5;6.1;0.04;Negativno;Ne
15615;5.3;-63.8;7.11;0.11;Negativno;Ne
15616;4.5;-79.1;6.14;0.7;Negativno;Ne
15617;6.6;-65.6;10.88;0.01;Negativno;Ne
15618;5.7;-77.7;6.88;0.11;Negativno;Ne
15619;3.3;-47.6;5.24;0.64;Negativno;Ne
15620;4.4;-49.0;7.53;0.09;Negativno;Ne
15621;15.3;-69.9;6.73;0.21;Negativno;Ne
15622;5.0;-59.2;5.53;0.17;Negativno;Ne
15623;5.7;-53.4;9.03;0.11;Negativno;Ne
15624;8.7;-59.9;4.51;0.34;Negativno;Ne
15625;5.4;-58.4;5.65;0.18;Negativno;Ne
15626;1.9;-59.6;3.79;0.84;Negativno;Ne
15627;9.7;-63.0;6.05;1.53;Negativno;Ne
15628;10.6;-55.2;5.25;0.06;Negativno;Ne
15629;1.0;-53.0;8.28;0.45;Negativno;Ne
15630;12.0;-78.2;6.44;0.51;Negativno;Ne
15631;18.7;-64.0;8.66;0.01;Negativno;Ne
15632;2.4;-52.0;5.9;0.18;Negativno;Ne
15633;4.0;-65.2;9.17;0.67;Negativno;Ne
15634;1.3;-67.8;8.39;0.45;Negativno;Ne
15635;18.7;-68.3;6.78;0.31;Negativno;Ne
15636;1.9;-66.7;9.42;0.54;Negativno;Ne
15637;6.5;-66.5;7.93;1.2;Negativno;Ne
15638;0.5;-56.9;5.86;0.24;Negativno;Ne
15639;1.6;-50.6;7.66;0.29;Negativno;Ne
15640;1.1;-45.3;3.24;0.11;Negativno;Ne
15641;10.9;-67.6;7.04;0.38;Negativno;Ne
15642;8.0;-39.6;3.12;0.09;Negativno;Ne
15643;1.7;-61.1;6.69;0.42;Negativno;Ne
15644;0.8;-65.0;9.14;0.05;Negativno;Ne
15645;0.7;-52.8;3.95;0.03;Negativno;Ne
15646;8.3;-64.8;10.53;0.3;Negativno;Ne
15647;1.5;-65.5;9.3;0.19;Negativno;Ne
15648;0.8;-62.8;7.0;0.55;Negativno;Ne
15649;0.5;-62.3;3.59;0.79;Negativno;Ne
15650;0.8;-74.2;7.41;0.02;Negativno;Ne
15651;0.7;-50.0;4.63;0.38;Negativno;Ne
15652;3.7;-61.3;10.0;0.07;Negativno;Ne
15653;2.9;-51.4;7.59;0.01;Negativno;Ne
15654;12.1;-51.0;8.87;0.27;Negativno;Ne
15655;7.7;-71.0;7.04;1.59;Negativno;Ne
15656;4.3;-58.3;8.17;0.33;Negativno;Ne
15657;4.2;-63.8;7.4;3.52;Negativno;Ne
15658;5.7;-64.6;6.67;0.23;Pozitivno;Ne
15659;0.0;-71.1;5.82;0.65;Negativno;Ne
15660;1.3;-50.8;5.7;0.23;Negativno;Ne
15661;3.6;-72.8;6.92;0.43;Negativno;Ne
15662;4.5;-66.1;5.5;0.05;Negativno;Ne
15663;14.4;-42.2;7.36;0.35;Negativno;Ne
15664;2.7;-73.5;7.36;0.06;Negativno;Ne
15665;5.8;-66.0;7.46;1.45;Negativno;Ne
15666;6.6;-49.8;5.84;0.4;Negativno;Ne
15667;11.3;-56.7;11.51;0.35;Negativno;Ne
15668;2.3;-65.0;3.59;0.8;Negativno;Ne
15669;1.3;-71.8;7.85;0.85;Negativno;Ne
15670;0.7;-57.9;8.1;0.74;Negativno;Ne
15671;5.0;-58.6;7.02;0.06;Negativno;Ne
15672;4.6;-57.0;7.82;0.21;Negativno;Ne
15673;6.8;-59.4;9.18;0.73;Negativno;Ne
15674;2.7;-56.0;7.4;1.31;Negativno;Ne
15675;1.0;-62.9;11.66;0.04;Negativno;Ne
15676;4.5;-54.0;4.52;0.02;Negativno;Ne
15677;3.3;-47.2;10.41;0.55;Negativno;Ne
15678;11.6;-59.8;8.32;0.49;Negativno;Ne
15679;4.2;-80.8;8.47;0.91;Negativno;Ne
15680;0.4;-75.4;3.34;0.12;Negativno;Ne
15681;3.4;-85.9;4.63;0.01;Negativno;Ne
15682;3.9;-32.2;4.83;0.06;Negativno;Ne
15683;14.3;-66.1;5.92;0.51;Negativno;Ne
15684;13.4;-71.3;7.92;0.39;Negativno;Ne
15685;10.4;-47.9;9.97;0.17;Negativno;Ne
15686;8.3;-78.5;6.14;0.38;Negativno;Ne
15687;1.3;-51.1;7.06;1.57;Negativno;Ne
15688;0.3;-47.0;9.79;0.11;Negativno;Ne
15689;8.0;-58.0;6.93;0.17;Negativno;Ne
15690;0.2;-60.7;6.82;0.32;Negativno;Ne
15691;8.8;-80.8;10.87;0.4;Negativno;Ne
15692;1.6;-57.5;6.75;0.18;Negativno;Ne
15693;0.8;-50.3;5.62;1.18;Negativno;Ne
15694;0.8;-44.4;9.64;0.82;Negativno;Ne
15695;15.8;-64.3;8.91;0.24;Negativno;Ne
15696;3.2;-62.0;9.84;0.35;Negativno;Ne
15697;7.4;-53.4;8.66;0.29;Negativno;Ne
15698;16.4;-31.7;5.39;1.35;Negativno;Ne
15699;4.4;-66.0;10.66;0.24;Negativno;Ne
15700;6.9;-56.8;8.68;1.56;Negativno;Ne
15701;5.6;-59.6;6.17;0.02;Negativno;Ne
15702;0.2;-50.5;8.38;0.13;Negativno;Ne
15703;0.4;-60.9;8.13;0.2;Negativno;Ne
15704;7.8;-75.5;1.49;0.55;Negativno;Ne
15705;2.2;-68.2;3.22;0.75;Negativno;Ne
15706;3.4;-61.8;7.67;0.05;Negativno;Ne
15707;11.5;-71.0;8.06;0.11;Negativno;Ne
15708;19.5;-49.6;7.48;0.28;Negativno;Ne
15709;0.0;-55.6;7.37;0.48;Negativno;Ne
15710;0.7;-46.0;7.78;0.57;Negativno;Ne
15711;0.5;-59.4;7.86;1.44;Negativno;Ne
15712;0.8;-56.7;7.68;0.56;Negativno;Ne
15713;0.6;-35.4;7.2;0.52;Negativno;Ne
15714;14.4;-54.7;7.1;0.35;Negativno;Ne
15715;1.9;-75.6;5.43;2.81;Negativno;Ne
15716;0.6;-66.8;8.31;0.07;Negativno;Ne
15717;6.3;-79.4;8.07;0.02;Negativno;Ne
15718;0.5;-50.7;6.43;0.8;Negativno;Ne
15719;9.4;-78.6;8.7;0.39;Negativno;Ne
15720;1.3;-71.3;6.93;0.48;Pozitivno;Ne
15721;0.7;-77.8;7.1;0.28;Negativno;Ne
15722;3.8;-63.1;8.01;0.27;Negativno;Ne
15723;2.4;-57.0;6.68;0.0;Negativno;Ne
15724;0.2;-61.0;8.83;0.49;Negativno;Ne
15725;5.3;-59.2;3.42;0.1;Negativno;Ne
15726;16.6;-74.9;7.25;0.01;Negativno;Ne
15727;3.4;-44.0;9.22;0.06;Negativno;Ne
15728;0.6;-74.0;4.31;0.05;Negativno;Ne
15729;1.2;-49.5;7.56;0.18;Negativno;Ne
15730;5.0;-52.7;4.45;0.49;Negativno;Ne
15731;4.0;-70.9;10.37;0.21;Negativno;Ne
15732;3.7;-57.3;8.84;1.49;Negativno;Ne
15733;15.5;-66.7;4.87;0.05;Negativno;Ne
15734;3.2;-63.7;3.99;0.96;Negativno;Ne
15735;17.1;-56.6;8.07;0.55;Negativno;Ne
15736;9.7;-51.8;9.37;0.27;Negativno;Ne
15737;1.0;-52.5;6.49;0.76;Negativno;Ne
15738;1.7;-63.6;7.16;0.46;Negativno;Ne
15739;4.0;-53.2;9.07;0.26;Negativno;Ne
15740;5.2;-40.6;6.13;0.19;Negativno;Ne
15741;7.2;-62.9;10.62;0.2;Negativno;Ne
15742;1.3;-66.9;7.67;0.48;Negativno;Ne
15743;24.3;-57.7;6.79;0.0;Negativno;Ne
15744;3.0;-53.7;7.39;0.5;Negativno;Ne
15745;8.9;-68.9;5.35;0.59;Negativno;Ne
15746;0.8;-57.6;6.64;0.34;Negativno;Ne
15747;4.6;-61.7;5.92;0.3;Negativno;Ne
15748;3.5;-67.5;8.76;0.03;Negativno;Ne
15749;4.2;-59.8;3.12;0.16;Negativno;Ne
15750;2.3;-56.1;8.75;0.52;Negativno;Ne
15751;5.2;-77.2;5.5;0.44;Negativno;Ne
15752;0.2;-66.1;6.01;1.31;Negativno;Ne
15753;2.0;-53.6;10.23;0.73;Negativno;Ne
15754;9.5;-53.4;9.82;1.18;Negativno;Ne
15755;8.2;-67.9;4.92;0.06;Negativno;Ne
15756;0.8;-47.4;7.23;0.32;Negativno;Ne
15757;1.8;-47.6;10.61;1.13;Negativno;Ne
15758;10.5;-62.5;9.78;0.31;Negativno;Ne
15759;3.6;-55.6;4.25;0.29;Negativno;Ne
15760;5.3;-60.3;5.29;0.34;Negativno;Ne
15761;6.0;-65.3;8.28;0.34;Negativno;Ne
15762;6.1;-56.4;8.65;0.59;Negativno;Ne
15763;0.5;-54.7;6.58;0.19;Negativno;Ne
15764;7.2;-70.4;6.85;0.37;Negativno;Ne
15765;17.8;-72.8;4.33;1.21;Negativno;Ne
15766;6.8;-57.7;4.45;0.26;Negativno;Ne
15767;3.1;-63.9;6.7;0.2;Negativno;Ne
15768;13.7;-57.4;10.5;0.8;Negativno;Ne
15769;6.0;-61.0;5.08;0.06;Negativno;Ne
15770;0.2;-63.4;8.67;0.08;Negativno;Ne
15771;7.6;-62.9;6.12;0.52;Negativno;Ne
15772;5.3;-57.0;1.49;0.15;Negativno;Ne
15773;8.7;-54.5;6.99;0.48;Negativno;Ne
15774;6.6;-78.2;8.78;0.15;Negativno;Ne
15775;6.6;-57.9;3.53;1.46;Negativno;Ne
15776;1.5;-55.1;9.1;0.01;Negativno;Ne
15777;1.2;-51.6;5.96;0.38;Negativno;Ne
15778;18.5;-58.0;5.34;0.11;Negativno;Ne
15779;4.1;-75.3;7.14;0.18;Negativno;Ne
15780;2.2;-50.6;7.77;0.58;Negativno;Ne
15781;6.5;-60.6;7.44;0.7;Pozitivno;Ne
15782;5.1;-59.1;6.06;0.59;Negativno;Ne
15783;1.3;-63.8;9.08;0.55;Negativno;Ne
